id,code,desc
3211,P1757,"Governor Pressure Above 3 psi at 0 MPH (CHRYSLER, DODGE, JEEP)
Lamp 2 (HYUNDAI)
Front Brake Solenoid Valve (INFINITI, NISSAN)
Shift Solenoid 2 Short Circuit (MAZDA)"
2891,P1445,"Catalyst Temperature Sensor 2 Circuit Range/Performance (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Pump Control Circuit Signal Low (BMW, MINI)
Purge Flow Sensor Circuit High Condition (FORD, LINCOLN, MERCURY)
Bypass Control Problem (HONDA)
EVAP Canister Purge Volume Control Valve (INFINITI, NISSAN)
Secondary Air Injection System Switching Valve Stuck Close Bank 2 (LEXUS, SCION, TOYOTA)
Purge Flow Sensor High Input (MAZDA)
Evaporative Emission Canister Purge Valve Low Input (SAAB)
Injector Air Control Solenoid Circuit Malfunction (SUBARU)"
2892,P1446,"Canister Vent Control Valve Close (EVAP)
Catalyst Temperature Circuit Short To Ground (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Pump Control Circuit Signal High (BMW, MINI, MINI)
Battery Module Individual Voltage Input Deviation (HONDA)
EVAP Canister Vent Control Valve Close (INFINITI, NISSAN)
Leak Detection Module Solenoid Valve Circuit Fault (KIA)
Fuel Tank Sensor Control Valve Circuit Low (SUBARU)"
2893,P1447,"Catalyst Temperature Circuit Open/Short to B+ (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Pump Too High During Switching (BMW)
Battery Module Deterioration (HONDA)
Evaporative Emission Control System Purge Flow Monitor (INFINITI, NISSAN)
Leak Detection Module Solenoid Valve Circuit Malfunction (KIA)
Fuel Tank Sensor Control Valve Circuit High (SUBARU)"
2894,P1448,"Canister Vent Control Valve Open (EVAP)
Catalyst Temperature Sensor 2 Circuit Short to Ground (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Pump Too Low During Switching (BMW, MINI)
Battery Module Overheating (HONDA)
EVAP Canister Vent Control Valve Open (INFINITI, NISSAN)
Evaporative Emission Canister Purge Valve (JAGUAR)
Leak Detection Module Malfunction (KIA)
Fuel Tank Sensor Control Valve Range/Performance (SUBARU)"
2895,P1449,"Catalyst Temperature Sensor 2 Circuit Open/Short to B+ (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Pump Too High (BMW, MINI)
EVAP System Unable To Hold Vacuum (FORD)
Battery Module Deterioration (HONDA)
Canister Drain Cut Valve Open or Short (KIA)
Canister Drain Cut Valve Open Or Short (MAZDA)
EVAP Purge Control Valve Malfunction Stuck Closed (SUZUKI)"
2896,P144A,Evaporative Emission System Purge Vapor Line Restricted/Blocked (Ford)
2897,P144C,Evaporative Emission System Purge Check Valve Performance (Ford)
2898,P1450,"Unable To Bleed Up Fuel Tank Vacuum (Ford)
Inability of Evaporative Emission Control System to Bleed Fuel Tank (Jaguar, Lincoln, Mercedes, Mercury, Oldsmobile)"
2899,P1451,"Control System Canister Vent Solenoid Circuit Malfunction (EVAP)
Two Way Valve Bypass Valve Control Circuit High Voltage (ACURA)
Secondary Air Injection Circuit Short To Ground (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Switching Solenoid Control Circuit Signal Low (BMW)
Barometric Pressure Sensor Performance (BUICK, CADILLAC, CHEVROLET, GMC, SUZUKI)
Diesel Particulate Filter System Performance (DODGE)
EVAP Control System Canister Vent Solenoid Circuit Malfunction (FORD, LINCOLN, MERCURY)
Fuel Tank Pressure Sensor Range/Performance (LEXUS, TOYOTA)
EVAP Canister Vent Solenoid Malfunction (MAZDA)
Evaporative Emission Pressure Sensor In Fuel Tank Range/Performance Problem (SAAB)"
2900,P1452,"Unable To Bleed Up Vacuum in Tank (Ford, Mazda)
Secondary Air Injection System Circuit Open (Audi, Volkswagen)
Fuel Tank Pressure Sensor Low (Toyota, Lexus)"
2901,P1453,"Exhaust Gas Temperature Sensor 1 Open/Short to B+ (AUDI, VOLKSWAGEN)
Secondary Air Injection Pump Relay Control Circuit Electrical (BMW, MINI)
Fuel Tank Pressure Sensor High Input (LEXUS, TOYOTA)
Evaporative Emission Pressure Sensor In Fuel Tank Signal High (SAAB)"
2902,P1454,"Fuel Tank Pressure Sensor Range/Performance Problem (ACURA, HONDA)
Exhaust Gas Temperature Sensor Short 1 to Ground (AUDI, VOLKSWAGEN)
Secondary Air Injection Pump With Series Resistor Control Circuit Electrical (BMW, MINI)"
2903,P1455,"Exhaust Gas Temperature Sensor 1 Range/Performance (AUDI, VOLKSWAGEN)
Evaporative Emission Control System Gross Leak Detected (FORD, LINCOLN, MERCURY)
Fuel Tank Sending Unit Open or Short (KIA)
Fuel Tank Level Sensor Circuit (MAZDA)
Evaporative Emission Pressure Sensor In Fuel Tank Malfundtion (SAAB)
Vapor Reducing Fuel Tank System Malfunction (TOYOTA)"
2904,P1456,"Fuel Tank Temperature Sensor Circuit Malfunction (Ford)
EVAP Emission Control System Leak Detected (Acura)
Evaporative Emissions (EVAP) Control System Leakage (Honda)
Heated Catalyst Heater Power Supply Open Circuit Bank 1 (BMW)
EVAP Control System (Nissan)
A/C Compressor Control (Porsche)
Tank purging, leak in system (Saab)
Exhaust gas temperature control limit attained Bank 1 (Volkswagen/Audi/Volvo)
Catalyst Heater Diagnostic (GM)"
2905,P1457,"Unable To Pull Vacuum In Tank (Ford)
Heated Catalyst Power Switch Temperature Sensor Electrical Bank 1 (BMW)
Evaporative Emissions (EVAP) Control System Leakage (EVAP Canister System) EVAP (Honda)
Purge Solenoid Control System (Mercedes)
A/C Compressor Control (Porsche)
Exhaust gas temperature sensor 2 open / short to B + (Volkswagen/Audi/Volvo)
Catalyst Heater Diagnostic (GM)"
2906,P1458,"Exhaust Gas Temperature Sensor 2 Short to Ground (AUDI, VOLKSWAGEN)
A/C Compressor Control Signal Malfunction (HYUNDAI, KIA)"
2907,P1459,"Emission Purge Flow Switch Malfunction (EVAP)
EVAP Emission Purge Flow Switch Malfunction (ACURA, HONDA, ISUZU)
Exhaust Gas Temperature Sensor 2 Range/Performance (AUDI, VOLKSWAGEN)
Heated Catalyst Heater Power Supply Open Circuit Bank 2 (BMW)"
2908,P145C,Fuel Tank Pressure Sensor Range/Performance Problem (Honda)
2909,P1460,"Fuel Level Sensor Power Supply Circuit (ACURA, HONDA)
Exhaust Gas Temperature Control Bank 2 Limit Attained (AUDI, VOLKSWAGEN)
Heated Catalyst Heater Power Switch Temperature Sensor Electrical Bank 2 (BMW, MINI)
Cooling Fan Control System (BUICK, CADILLAC, CHEVROLET, GMC)
Wide Open Throttle Air Conditioning Cutoff Circuit Malfunction (FORD, LINCOLN, MAZDA, MERCURY)
Immobilizer Activated Incorrectly Programmed / Not Programmed (SAAB)
Radiator Fan Control System Malfunction (SUZUKI)"
2910,P1461,"Air Conditioning Pressure Sensor ACP Sensor High Voltage Detected ()
Exhaust Gas Temperature Control Bank 1 Range/Performance (AUDI, VOLKSWAGEN)
Heated Catalyst Gate Voltage Signal Low (BMW, MINI)
Air Conditioning Pressure Sensor Circuit High (FORD, LINCOLN, MAZDA, MERCURY)"
2911,P1462,"Exhaust Gas Temperature Control Bank 2 Range/Performance (AUDI, VOLKSWAGEN)
Heated Catalyst Internal Control Module Checksum/ROM Error (BMW, MINI)
Fuel Level Output Circuit Low (CHRYSLER, DODGE)
Air Conditioning Pressure Sensor Circuit Low (FORD, LINCOLN, MAZDA, MERCURY)"
2912,P1463,"Heated Catalyst Battery Temperature Sensor 1 Electrical (BMW, MINI)
Fuel Level Output Circuit High (CHRYSLER, DODGE)
Air Conditioning Pressure Sensor Insufficient Pressure Change (FORD, LINCOLN, MAZDA, MERCURY)"
2913,P1464,"Heated Catalyst Battery Temperature Sensor 2 Electrical (BMW, MINI)
Air Conditioning Demand Out Of Self Test Range (FORD, LINCOLN, MAZDA, MERCURY)
Fuel Level Sensor (INFINITI, NISSAN)"
3212,P1758,"Problem in Torque Converter Clutch Solenoid Valve 'B' Circuit (ACURA, HONDA, ISUZU)
Lamp L (HYUNDAI)"
3588,P20BC,Reductant heater control A - circuit high
2914,P1465,"Additive Pump Short Circuit to B+ (AUDI, VOLKSWAGEN)
Heated Catalyst Battery Temperature Sensor 1 or 2 Plausibility (BMW)
Air Conditioning Relay Circuit Malfunction (FORD, LINCOLN, MERCURY)
Heated Catalyst Battery Temperature Sensor 1 Or 2 Plausibility (MINI)"
2915,P1466,"Additive Pump Open/Short to Ground (AUDI, VOLKSWAGEN)
Heated Catalyst Power Switch Temperature Sensor Plausibility (BMW, MINI)
A/C Refrigerant Temperature Sensor/Circuit Malfunction (FORD, LINCOLN, MERCURY)"
2916,P1467,"Canister Purge Solenoid Valve Short Circuit to B+ (EVAP)
EVAP Canister Purge Solenoid Valve Short Circuit to B+ (AUDI, VOLKSWAGEN)
Heated Catalyst Comparison Battery Voltages of Power Switches Plausibility (BMW, MINI)"
2917,P1468,"Canister Purge Solenoid Valve Short Circuit to Ground (EVAP)
EVAP Canister Purge Solenoid Valve Short Circuit to Ground (AUDI, VOLKSWAGEN)
Heated Catalyst Battery Disconnecting Switch Plausibility (BMW, MINI)"
2918,P1469,"EVAP Canister Purge Solenoid Valve Open Circuit (AUDI, VOLKSWAGEN)
Low Air Conditioning Cycling Period (FORD, LINCOLN, MAZDA, MERCURY)"
2919,P1470,"EVAP Control System LDP Circuit Electrical Malfunction (AUDI, VOLKSWAGEN)
Leakage Diagnostic Pump Control Circuit Electrical (BMW, MINI)"
2920,P1471,"EVAP Control System LDP Circuit Short to Positive (AUDI, VOLKSWAGEN)
Diesel Particulate Filter Regeneration Insufficient (ISUZU)"
2921,P1472,"Control System LDP Circuit Short To Ground (EVAP)
EVAP Control System LDP Circuit Short To Ground (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Switching Solenoid Control Circuit Electrical (BMW, MINI)"
2922,P1473,"Control System LDP Open Circuit (EVAP)
EVAP Control System LDP Open Circuit (AUDI, VOLKSWAGEN)
Diagnostic Module Tank Leakage Pump Current Plausibility (BMW, MINI)
Fan Secondary High With Fans Off (FORD, LINCOLN, MERCURY)"
2923,P1474,"EVAP Canister Purge Solenoid Valve Electrical Malfunction (AUDI, VOLKSWAGEN)
Low Fan Control Primary Circuit (FORD, LINCOLN, MERCURY)
Cooling Fan Control Circuit Excessive Current Draw (MAZDA)"
2924,P1475,"EVAP Control System LDP Malfunction/Signal Circuit Open (AUDI, VOLKSWAGEN)
Leakage Diagnostic Pump Reed Switch Did Not Close (BMW, MINI)
EGR Valve Position (DODGE)
Fan Relay Circuit Low Voltage (MAZDA)"
2925,P1476,"Control System LDP Malfunction/Insufficient Vacuum (EVAP)
EVAP Control System LDP Malfunction/Insufficient Vacuum (AUDI, VOLKSWAGEN)
Leakage Diagnostic Pump Clamped Tube (BMW, MINI)
Too Little Secondary Air Injected (CHRYSLER, DODGE)
Fan Relay Circuit High voltage (MAZDA)"
2926,P1477,"EVAP Control System LDP Malfunction (AUDI, VOLKSWAGEN)
Leakage Diagnostic Pump Reed Switch Did Not Open (BMW, MINI)
Too Much Secondary Air Injected (CHRYSLER, DODGE)
Medium Cooling Fan Control Primary Circuit Failure (FORD, LINCOLN, MERCURY)
Cooling Fan Control Circuit Excessive Current Draw (MAZDA)"
2927,P1478,"EVAP Control System LDP Clamped Tube Detected (AUDI, VOLKSWAGEN)
Evaporative Emissions System Leak Detected (BMW, MINI)
Battery Temperature Sensor Signal Out Of Limits (CHRYSLER, DODGE)"
2928,P1479,"Brake Vacuum System Mechanical Malfunction (AUDI, VOLKSWAGEN)
Brake Boost Vacuum System Mechanical Failure (BMW, MINI)
Transmission Fan Relay Condition (CHRYSLER, DODGE)
High Fan Control Primary Circuit (FORD, LINCOLN, MERCURY)
Cooling Fan Control Circuit Excessive Current Draw (MAZDA)"
2929,P1480,"Cooling Fan 1 Control Circuit High (BUICK, CADILLAC, CHEVROLET, GMC)
PCV Solenoid Circuit Condition (CHRYSLER, DODGE)
Fan Secondary Low With Low Fans On (FORD, MAZDA)
Cooling Fan Speed Control Solenoid Valve Circuit (INFINITI, NISSAN)
Cooling Fan Relay 1 Circuit High Input (SUBARU)"
2930,P1481,"Cooling Fan Speed Signal Lost (BUICK, CADILLAC, CHEVROLET, GMC)
EATX RPM Pulse Performance Condition (CHRYSLER, DODGE)
Fan Secondary Low Eith High Fans On (FORD, MAZDA)"
2931,P1482,"Secondary Air Injection Pump Relay 2 Short To B+ (AUDI, VOLKSWAGEN)
Cooling Fan Circuit Condition (BUICK, CADILLAC, CHEVROLET, GMC, OLDSMOBILE)
Glow Plug Module Internal Fault (DODGE)
SCP (FORD)
Cooling Fan Speed Output Circuit (ISUZU)"
2932,P1483,"Secondary Air Injection Pump Relay 2 Short To Ground (AUDI, VOLKSWAGEN)
Engine Cooling System Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Battery Temperature Sensor Volts Out of Limit (DODGE)
Power to Cooling Fan Exceeded Normal Draw (FORD)"
2933,P1484,"Secondary Air Injection Pump Relay 2 Electrical Circuit Malfunction (AUDI, VOLKSWAGEN)
Cooling Fan RPM Signal Malfunction (BUICK, CADILLAC, CHEVROLET, GMC)
Trans Fan Relay Circuit (DODGE)
Open Power Ground To Variable Load Control Module (FORD)"
2934,P1485,"Air Injection Solenoid Condition (CHRYSLER, DODGE)
Engine Gas Recirculation Valve Circuit Malfunction (FORD)
EGR Solenoid Vacuum Valve Open Or Short (HYUNDAI, KIA)
EGRV Circuit Out Of Range (MAZDA)"
2935,P1486,"Thermostat Range/Performance Problem (ACURA, HONDA)
EVAP System Pinched Hose Found (CHRYSLER, DODGE, JEEP)
EGR Solenoid Valve Vent Open or Short (HYUNDAI, KIA)
EGRV Circuit Out Of Range (MAZDA)
EVAP Leak Monitor Pinched Hose Found (MITSUBISHI)"
2936,P1487,"Boost Sensor Solenoid Valve Open or Short (EGR)
High Speed Radiator Fan Control Relay Condition (CHRYSLER, DODGE, MITSUBISHI)
EGR Check Solenoid Circuit Failure (FORD)
EGR Boost Sensor Solenoid Valve Open or Short (HYUNDAI, KIA, MAZDA)"
2937,P1488,"5 Volt Supply Voltage Low Condition (CHRYSLER, DODGE, JEEP)"
2938,P1489,"EVAP Canister Purge Regulator Valve 2 Short To B+ (AUDI, VOLKSWAGEN)
High Speed Radiator Fan Control Relay Condition (CHRYSLER, DODGE, JEEP, MITSUBISHI)
PCV Heater Control Circuit Fault (FORD, LINCOLN, MERCURY)"
2939,P1490,"EVAP Canister Purge Regulator Valve 2 Short To Ground (AUDI, VOLKSWAGEN)
Low Speed Radiator Fan Control Relay Condition (CHRYSLER, DODGE, JEEP, MITSUBISHI)
Vacuum Cut Valve Bypass Valve (INFINITI, NISSAN)
Thermostat Malfunction (SUBARU)"
2940,P1491,"Exhaust Gas Recirculation Valve Insufficient Lift (Acura, Honda, Isuzu)
Secondary Switch Solenoid Circuit Malfunction (Ford)
EVAP Canister Purge Regulator Valve 2 Open Circuit (Audi/VW)
Radiator Fan Relay Circuit Condition (Dodge/Chrysler/Jeep)
Vacuum Cut Valve Bypass Valve (Nissan/Infiniti)
A/C System Pressure Too High (M-B)
PCV Function Problem (Subaru).
Evaporative Emission Pressure Sensor / Fuel Tank Level Sensor In Fuel Tank - Range / Performance (Saab)."
2941,P1492,"Battery Temperature Sensor Voltage Too high (CHRYSLER, DODGE, JEEP, MITSUBISHI)
EVAP Canister Purge Control/Solenoid Valve (INFINITI, NISSAN)
Evaporative Emission Pressure Sensor / Fuel Tank Level Sensor In Fuel Tank - Range / Performance Problem / Malfunction (SAAB)
EGR Signal Line 1 Circuit Low (SUBARU)"
2942,P1493,"Low Pressure Pump For Brake Power Too Low (AUDI, VOLKSWAGEN)
Battery Temperature Sensor Signal Too Low Condition (CHRYSLER, DODGE, JEEP, MITSUBISHI)
EVAP Canister Purge Control Valve/Solenoid Valve Stuck Open (INFINITI, NISSAN)
Evaporative Emission Pressure Sensor / Fuel Tank Level Sensor In Fuel Tank - Range / Performance Problem / Malfunction (SAAB)
EGR Signal Line 1 Circuit High (SUBARU)"
2944,P1495,"Leak Detection Pump Solenoid Circuit Condition (EVAP)
EVAP Leak Detection Pump Solenoid Circuit Condition (CHRYSLER, DODGE, JEEP)
EVAP Ventilation Solenoid Circuit (MITSUBISHI)
EGR Signal Line 2 Circuit High (SUBARU)"
2945,P1496,"5 Volt Supply Voltage Low Condition (CHRYSLER, DODGE, JEEP)
EGR Stepper Motor Malfunction (KIA)
EGR Valve Motor Coil 1 Open Or Short (MAZDA)
5 Volt Supply Output Too Low (MITSUBISHI)
EGR Signal Line 2 Circuit Low (SUBARU)"
2946,P1497,"Secondary Air System Bank 3 Flow Fault (AUDI, VOLKSWAGEN)
Downstream Throttle Air Leak (BMW, MINI)
EGR Stepper Motor Malfunction (KIA)
EGR Valve Motor Coil 2 Open Or Short (MAZDA)
EGR Signal Line 3 Circuit High (SUBARU)"
2947,P1498,"Exhaust Gas Recirculation Valve Position Sensor Circuit High Voltage (ACURA, HONDA)
Unmetered Air After Compressor (BMW, MINI)
High Speed Radiator Relay Ground Control Condition (CHRYSLER, DODGE, JEEP)
EGR Valve Lift Sensor Voltage High (ISUZU)
EGR Stepper Motor Malfunction (KIA)
EGR Valve Motor Coil 3 Open Or Short (MAZDA)
EGR Signal Line 2 Circuit Low (SUBARU)
Secondary Air System Bank 4 Flow Fault (VOLKSWAGEN)"
2948,P1499,"Hydraulic Cooling Fan Solenoid Circuit Condition (CHRYSLER, DODGE, JEEP)
EGR Stepper Motor Malfunction (KIA)
EGR Valve Motor Coil 4 Open Or Short (MAZDA)
EGR Signal Line 4 Circuit High (SUBARU)"
2949,P14A3,Pressure Of Diesel Particulate Filter Implausible To Atmospheric Pressure Or Boost Pressure (BMW)
2950,P1500,"Fuel Pump Relay Electrical Circuit Malfunction (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Stuck Open (BMW, MINI)
Starter Signal Circuit (BUICK, CADILLAC, CHEVROLET, GMC)
Alternator Terminal Circuit Conditions (CHRYSLER, DODGE, JEEP)
Vehicle Speed Sensor (FORD, LINCOLN, MERCURY)
Vehicle Speed Signal Malfunction (HYUNDAI)
No Vehicle Speed Signal to TCM (KIA)
Starter Signal Circuit Malfunction (LEXUS, TOYOTA)
Vehicle Speed Signal Intermittent (MAZDA)
Alternator FR Terminal Circuit (MITSUBISHI)
Battery Voltage Too Low / High (SAAB)
Radiator Fan Relay 1 Circuit Malfunction (SUBARU)
Engine Starter Signal Circuit Malfunction (SUZUKI)"
2951,P1501,"Fuel Pump Relay Circuit Short To Ground (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Stuck Closed (BMW, MINI)
Theft Deterrent System Fault Conditions (BUICK, CADILLAC, CHEVROLET, GMC)
Vehicle Speed Sensor 1/2 Correlation Drive Wheels (CHRYSLER, DODGE, JEEP, MITSUBISHI)
Vehicle Speed Sensor Out Of Self Test Range (FORD, LINCOLN, MAZDA, MERCURY)
Battery Temperature Too High (HYUNDAI, KIA)
Radiator Fan Relay 2 Circuit Malfunction (SUBARU)"
2952,P1502,"Fuel Pump Relay Circuit Short To Positive (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Closing Solenoid Control Circuit Signal High or Low (BMW, MINI)
Theft Deterrent Fuel Enable Signal Not Received (BUICK, CADILLAC, CHEVROLET, GMC)
Vehicle Speed Sensor 1/2 Correlation Non Drive Wheels (CHRYSLER, DODGE, JEEP, MITSUBISHI)
Vehicle Speed Sensor Intermittent (FORD, LINCOLN, MERCURY)
Battery Not Charging (HYUNDAI, KIA)
Vehicle Speed Signal Malfunction (MAZDA)
Radiator Fan Function Problem (SUBARU)"
2953,P1503,"Load Signal From Alternator DF Terminal Implausible Signal (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Closing Solenoid Control Circuit Signal Low (BMW, MINI)
Theft Deterrent Fuel Enable Signal Not Correct (BUICK, CADILLAC, CHEVROLET, GMC)
Auto Cruise Control Switch (HYUNDAI, KIA)"
2954,P1504,"Intake Air System Bypass Leak Detected (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Closing Solenoid Control Open Circuit (BMW, MINI)
Vehicle Speed Output Circuit (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Air Control Circuit Malfunction (FORD, LINCOLN, MERCURY)
Cruise Control Cancel Switch Fault (HYUNDAI, KIA)
IAC Electrical Load Failure (MAZDA)
Vehicle Speed Sensor CAN Malfunction (SUBARU)"
2955,P1505,"Positive Crankcase Ventilation Air Leakage (ACURA, HONDA)
Closed Throttle Position Does Not Close/Open Circuit (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Closing Solenoid Control Circuit Electrial (BMW, MINI)
Vehicle Speed Output Circuit High (CHRYSLER, DODGE)
Idle Air Control System at Adaptive Clip (FORD, LINCOLN, MERCURY)
Idle Speed Control Actuator Signal Low (HYUNDAI, KIA)
Idle Air Control At Adaptive Clip (MAZDA)
Idle Control System Circuit High Input (SUBARU)"
2956,P1506,"Closed Throttle Position Switch Does Not Open./Short To Ground (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Open Solenoid Control Circuit Signal High (BMW, MINI)
Idle Air Control Overspeed Error (FORD, JAGUAR, LINCOLN, MAZDA, MERCURY)
Idle Speed Control Actuator Signal High (HYUNDAI)
Idle Air Control Valve Opening Coil Voltage High (KIA)
Idle Control System RPM Lower Than Expected At Low Temperature (MITSUBISHI)"
2957,P1507,"Idle System Learned Value Lower Limit Attained (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Open Solenoid Control Circuit Signal Low (BMW, MINI)
Idle Air Control Under Speed Error (FORD, JAGUAR, LINCOLN, MAZDA, MERCURY)
Idle Speed Control Actuator Signal Low (HYUNDAI)
dle Air Control Valve Closing Coil Voltage Low (KIA)
PTC AC Auxiliary Heater Disabled Low (LEXUS)
Idle Control System RPM Higher Than Expected At Low Temperature (MITSUBISHI)
Idle Control System Malfunction Fail Safe (SUBARU)"
2958,P1508,"Idle Air Control Valve Circuit Malfunction (ACURA, HONDA, JAGUAR, MAZDA)
Idle System Learned Value Upper Limit Attained (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Opening Solenoid Control Open Circuit (BMW, MINI)
Idle Speed Low Idle Air Control System Not Responding (BUICK, CADILLAC, CHEVROLET, GMC)
Ambient/Battery Temperature Sensor Volts Too Low (CHRYSLER, DODGE)
Idle Speed Control Actuator Signal High (HYUNDAI)
IAC System RPM Low (ISUZU)
Idle Air Control Valve Closing Coil Voltage High (KIA)
PTC AC Auxiliary Heater Disabled High (LEXUS)"
2959,P1509,"Idle Air Control Valve System High RPM (ACURA, HONDA)
Idle Air Control Circuit Electrical Malfunction (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Opening Solenoid Control Circuit Electrial (BMW, MINI)
Idle Speed High Idle Air Control System Not Responding (BUICK, CADILLAC, CHEVROLET, GMC)
Leak Detection Pump Switch or Mechanical Fault (DODGE)
MPS - High (HYUNDAI)
IAC System RPM High (ISUZU)
Idle Air Control Valve Circuit Malfunction (JAGUAR)
Idle Air Control Valve 2 Short / Open Circuit (MAZDA)"
2960,P1510,"Idle Air Control Circuit Short to B+ (AUDI, VOLKSWAGEN)
Idle Speed Control Valve Stuck (BMW, MINI)
Throttle Control System Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Idle Speed Actuator Open (HYUNDAI)
Idle Air Control Valve Coil 1 Circuit Malfunction (KIA)
Idle Air Control Solenoid Valve Signal 1 Circuit Low Input (SUBARU)
ECM Backup Power Supply Malfunction (SUZUKI)
Boost Pressure Control Circuit (TOYOTA)"
2961,P1511,"Intake Manifold Changeover Valve Electrical Malfunction In Circuit (AUDI, VOLKSWAGEN)
DISA Control Circuit Electrical (BMW, MINI)
Throttle Control System Backup System Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Idle Speed Control Circuit Open/Short (HYUNDAI)
Idle Air Control Valve Coil 2 Circuit Malfunction (KIA)
Idle Air Control Solenoid Valve Signal 1 Circuit High Input (SUBARU)
Main Throttle Actuator Circuit Malfunction (SUZUKI)
Boost Pressure Low (TOYOTA)"
3107,P1654,"Instrumentation Control Module System Malfunction (AUDI, VOLKSWAGEN)
A/C Relay Control Circuit Conditions (BUICK, CADILLAC, CHEVROLET, GMC)
MIL Control Circuit (DODGE)
Fuel Pump Relay Open Circuit / Short To Ground (SAAB)"
2962,P1512,"Intake Manifold Changeover Valve Circuit Short To Positive (AUDI, VOLKSWAGEN)
DISA Control Circuit Signal Low (BMW, MINI)
Intake Manifold Runner Control Input Error Bank 1 (FORD, LINCOLN, MERCURY)
Closed Throttle Position Switch Low Input (JAGUAR)
Intake Manifold Runner Control Stuck Close (MAZDA)
Main Throttle Idle Actuator Malfunction Mechanical Failure (SATURN)
Idle Air Control Solenoid Valve Signal 2 Circuit Low Input (SUBARU)
Main Throttle Idle Actuator Malfunction (SUZUKI)
Boost Pressure High (TOYOTA)"
2963,P1513,"Intake Manifold Changeover Valve 2 Circuit Short to B+ (AUDI, VOLKSWAGEN)
DISA Control Circuit Signal High (BMW)
Starter Request Switch Stuck (CHRYSLER, DODGE)
Intake Manifold Runner Control Stuck Closed Bank 2 (FORD, MAZDA)
Idle Speed Actuator Open (HYUNDAI)
Closed Throttle Position Switch High Input (JAGUAR)
Idle Air Control Solenoid Valve Signal 2 Circuit High Input (SUBARU)
Main Throttle Idle Actuator Malfunction (SUZUKI)"
2964,P1514,"Throttle Position Sensor / Mass Air Flow Sensor Signal Variation (ACURA, HONDA, ISUZU)
Intake Manifold Changeover Valve 2 Circuit Short to Ground (AUDI, VOLKSWAGEN)
Throttle Actuator Control System Mass Air Flow Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Oil Temperature Sensor (HYUNDAI)
Park / Neutral Position (PNP) Switch High Load Neutral / Drive )
Idle Air Control Solenoid Valve Signal 3 Circuit Low Input (SUBARU)"
2965,P1515,"Intake Manifold Changeover Valve Circuit Short To Ground (AUDI, VOLKSWAGEN)
System Time Plausibility (BMW, MINI)
Control Module Throttle Actuator Position Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Throttle Command / Actual Throttle Position Signal Variation (HONDA, ISUZU)
Oil Temperature Sensor Abnormal (HYUNDAI)
Idle Air Control Solenoid Valve Signal 3 Circuit High Input (SUBARU)"
2966,P1516,"Throttle Actuator Control Module / Throttle Actuator Position Performance (Buick, CHevrolet, GM, Hummer, Saturn)
IMRC Input Error Bank 1 (Ford / Lincoln / Mercury)
Oil Temp Sensor Low (Hyundai).
Idle Air Control Solenoid Valve Signal 4 Circuit Low Input (Subaru).
Park/Neutral Position Switch Gear Change Neutral/Drive (Jaguar).
Intake Manifold Changeover Valve (Audi/VW)"
2967,P1517,"Main Relay Circuit Electrical Malfunction (AUDI, VOLKSWAGEN)
Throttle Actuator Control Module Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Manifold Runner Control Input Error Bank 2 (FORD, LINCOLN, MAZDA, MERCURY)
Oil Temperature Sensor High (HYUNDAI)
Commanded Versus Actual Throttle Position Correlation (ISUZU)
Park / Neutral Position Switch Cranking Neutral / Drive (JAGUAR)
Idle Air Control Solenoid Valve Signal 4 Circuit High Input (SUBARU)"
2968,P1518,"Main Relay Circuit Short to B+ (AUDI, VOLKSWAGEN)
Throttle Actuator Control Module Performance (BUICK, CADILLAC, CHEVROLET, GMC)
Intake Manifold Runner Control Fault Stuck Open (FORD, LINCOLN, MERCURY)
Commanded Versus Actual Throttle Position Correlation Large Step Open (ISUZU)
VTCS Stuck Open Dual Plane Intake System Bank 1 (MAZDA)
Starter Switch Circuit Low Input (SUBARU)"
